incident_id,No,Type,Status,Age Group,Gender
482771,10,Victim,Injured,Adult 18+,Female
482771,11,Victim,Injured,Adult 18+,Female
482771,12,Victim,Injured,Adult 18+,Female
482771,13,Victim,Injured,Adult 18+,Female
482771,14,Victim,Injured,Adult 18+,Female
482771,15,Victim,Unharmed,Adult 18+,Male
482771,16,Victim,Unharmed,Adult 18+,Male
482801,0,Victim,Killed,Teen 12-17,Male
482801,1,Victim,Killed,Teen 12-17,Male
482801,2,Victim,Injured,Teen 12-17,
482801,3,Victim,Injured,Teen 12-17,
482801,4,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
482801,5,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
482801,6,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
482801,7,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
482856,0,Victim,Killed,Adult 18+,Male
482856,1,Victim,Killed,Adult 18+,Male
482856,2,Victim,Injured,Adult 18+,Male
482856,3,Victim,Injured,Adult 18+,
482856,4,Victim,Killed,Adult 18+,Male
482856,5,Victim,Killed,Adult 18+,Male
482856,6,Victim,Killed,,Male
482856,7,Subject-Suspect,Killed,Adult 18+,Male
482838,0,Victim,Injured,Adult 18+,Male
482838,1,Victim,Injured,Adult 18+,Male
482838,2,Victim,Injured,Adult 18+,Male
482838,3,Victim,Injured,Adult 18+,Female
482934,0,Victim,Killed,Adult 18+,Male
482934,1,Victim,Killed,Adult 18+,Female
482934,2,Victim,Injured,Adult 18+,Female
482934,3,Victim,Injured,,
482934,4,Victim,Injured,,
483737,0,Victim,Injured,Adult 18+,Female
483737,1,Victim,Injured,Adult 18+,Male
483737,2,Victim,Injured,Adult 18+,Male
483737,3,Victim,Injured,Adult 18+,Male
483737,4,Victim,Injured,Adult 18+,Male
483737,5,Victim,Injured,Adult 18+,Male
483737,6,Victim,Injured,Adult 18+,Male
483737,7,Subject-Suspect,Unharmed,Adult 18+,Male
483737,8,Subject-Suspect,Unharmed,Adult 18+,Male
483737,9,Subject-Suspect,Unharmed,Adult 18+,Male
483765,0,Victim,Killed,Adult 18+,Male
483765,1,Victim,Injured,Adult 18+,Male
483765,2,Victim,Injured,Adult 18+,Female
483765,3,Victim,Injured,Adult 18+,Female
483765,4,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
483765,5,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
483788,0,Victim,Injured,Adult 18+,Female
483788,1,Victim,Injured,Adult 18+,Male
483788,2,Victim,Killed,Adult 18+,Male
483788,3,Victim,Injured,Adult 18+,Male
483788,4,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
483835,0,Victim,Killed,Adult 18+,Male
483835,1,Victim,Killed,Adult 18+,Male
483835,2,Victim,Killed,Teen 12-17,Female
483835,3,Victim,Injured,Teen 12-17,Male
483835,4,Victim,Injured,Adult 18+,Male
483835,5,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
483835,6,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
483817,0,Victim,Killed,Adult 18+,Male
483817,1,Victim,Killed,Adult 18+,Male
483817,2,Victim,Killed,Adult 18+,Male
483817,3,Victim,Injured,,Male
483817,4,Subject-Suspect,"Injured, Arrested",Adult 18+,Male
483861,0,Victim,Injured,,
483861,1,Victim,Injured,,
483861,2,Victim,Injured,,
483861,3,Victim,Injured,,
483861,4,Victim,Killed,Teen 12-17,Male
483861,5,Subject-Suspect,"Unharmed, Arrested",Teen 12-17,Male
483872,0,Victim,Killed,Adult 18+,Male
483872,1,Victim,Injured,Adult 18+,Female
483872,2,Victim,Injured,Adult 18+,Female
483872,3,Victim,Injured,Adult 18+,Male
483872,4,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
483878,0,Victim,Killed,Adult 18+,Male
483878,1,Victim,Injured,,Male
483878,2,Victim,Injured,,Male
483878,3,Victim,Injured,,Male
484268,0,Victim,Killed,Adult 18+,Female
484268,1,Victim,Injured,Adult 18+,Male
484268,2,Victim,Injured,Adult 18+,Male
484268,3,Victim,Injured,Adult 18+,Male
484268,4,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
484279,0,Victim,Injured,Adult 18+,Male
484279,1,Victim,Injured,Adult 18+,Male
484279,2,Victim,Injured,Adult 18+,Male
484279,3,Victim,Injured,Adult 18+,Female
484307,0,Victim,Killed,Adult 18+,Male
484307,1,Victim,Killed,Teen 12-17,Male
484307,2,Victim,Injured,Teen 12-17,Male
484307,3,Victim,Injured,Teen 12-17,Male
484307,4,Victim,Injured,Adult 18+,Male
484307,5,Victim,Injured,Adult 18+,Male
484307,6,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
484287,0,Victim,Killed,Adult 18+,Male
484287,1,Victim,Injured,Adult 18+,Male
484287,2,Victim,Injured,Adult 18+,Male
484287,3,Victim,Injured,Adult 18+,Male
484287,4,Victim,Injured,Adult 18+,Male
484287,5,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
484317,0,Victim,Killed,Adult 18+,Female
484317,1,Victim,Killed,Adult 18+,Female
484317,2,Victim,Killed,Adult 18+,Female
484317,3,Victim,Killed,Adult 18+,Male
484317,4,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
484333,0,Victim,Killed,Adult 18+,Male
484333,1,Victim,Killed,Adult 18+,Female
484333,2,Victim,Killed,Adult 18+,Male
484333,3,Victim,Killed,Adult 18+,Male
484333,4,Subject-Suspect,Killed,Adult 18+,Male
484351,0,Victim,Injured,Adult 18+,Male
484351,1,Victim,Injured,Adult 18+,Male
484351,2,Victim,Injured,Adult 18+,Male
484351,3,Victim,Injured,Adult 18+,Male
484351,4,Subject-Suspect,Unharmed,Adult 18+,Male
485746,0,Victim,Injured,Child 0-11,Male
485746,1,Victim,Injured,Child 0-11,Female
485746,2,Victim,Injured,Child 0-11,Female
485746,3,Victim,Injured,Adult 18+,Female
485746,4,Victim,Injured,Adult 18+,Female
485746,5,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
485746,6,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
485746,7,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
485746,8,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
485746,9,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
485811,0,Victim,Killed,Adult 18+,Female
485811,1,Victim,Killed,Adult 18+,Female
485811,2,Victim,Killed,Adult 18+,Male
485811,3,Victim,Killed,Child 0-11,Male
485811,4,Victim,Killed,Child 0-11,Male
485811,5,Victim,Injured,,Female
485811,6,Subject-Suspect,Killed,,Male
489185,0,Victim,Injured,Teen 12-17,Male
489185,1,Victim,Injured,Adult 18+,Male
489185,2,Victim,Injured,Adult 18+,Male
489185,3,Victim,Injured,Adult 18+,Male
485821,0,Victim,Killed,Adult 18+,Male
485821,1,Victim,Injured,Adult 18+,Male
485821,2,Victim,Injured,Adult 18+,Male
485821,3,Victim,Injured,Adult 18+,Female
485821,4,Victim,,Adult 18+,Female
485821,5,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
485874,0,Victim,Injured,Adult 18+,Male
485874,1,Victim,Injured,Adult 18+,Male
485874,2,Victim,Injured,Adult 18+,Male
485874,3,Victim,Injured,Adult 18+,Male
485874,4,Victim,Injured,Adult 18+,Male
485885,0,Victim,Killed,Teen 12-17,Male
485885,1,Victim,Injured,Teen 12-17,Male
485885,2,Victim,Injured,Adult 18+,
485885,3,Victim,Injured,Adult 18+,Male
485885,4,Subject-Suspect,Unharmed,Adult 18+,Male
485885,5,Subject-Suspect,Unharmed,Adult 18+,Male
485885,6,Subject-Suspect,Unharmed,Adult 18+,Male
485979,0,Victim,Killed,Adult 18+,Male
485979,1,Victim,Killed,Adult 18+,Male
485979,2,Victim,Injured,Adult 18+,Male
485979,3,Victim,Injured,Adult 18+,Male
485979,4,Subject-Suspect,,,
485979,5,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
485979,6,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
984353,0,Victim,Killed,Adult 18+,Male
984353,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
486005,0,Victim,Injured,Child 0-11,Female
486005,1,Victim,Injured,Adult 18+,Female
486005,2,Victim,Injured,Adult 18+,Male
486005,3,Victim,Injured,Adult 18+,Female
486005,4,Victim,Injured,Adult 18+,Male
486005,5,Subject-Suspect,Unharmed,Adult 18+,Male
486027,0,Victim,Injured,Adult 18+,Male
486027,1,Victim,Injured,Adult 18+,Female
486027,2,Victim,Injured,Adult 18+,Male
486027,3,Victim,Injured,Adult 18+,Female
486027,4,Subject-Suspect,"Unharmed, Arrested",Adult 18+,
486056,0,Victim,Injured,Adult 18+,Female
486056,1,Victim,Injured,Adult 18+,Male
486056,2,Victim,Injured,Adult 18+,Male
486056,3,Victim,Injured,Adult 18+,Male
486056,4,Victim,Injured,Adult 18+,Male
486068,0,Victim,Injured,Adult 18+,Male
486068,1,Victim,Injured,Adult 18+,Male
486068,2,Victim,Injured,Adult 18+,Male
486068,3,Victim,Injured,Adult 18+,Male
486109,0,Victim,Killed,Adult 18+,Male
486109,1,Victim,Killed,Adult 18+,Male
486109,2,Victim,Killed,Adult 18+,Male
486109,3,Victim,Injured,Adult 18+,Male
486109,4,Subject-Suspect,Unharmed,Adult 18+,Male
486109,5,Subject-Suspect,Unharmed,Adult 18+,Male
486142,0,Victim,Killed,Adult 18+,Male
486142,1,Victim,Killed,Adult 18+,Male
486142,2,Victim,Killed,Adult 18+,Female
486142,3,Victim,Killed,Adult 18+,Male
486142,4,Subject-Suspect,"Killed, Unharmed, Arrested",Adult 18+,Male
486121,0,Victim,Injured,Teen 12-17,Male
486121,1,Victim,Injured,Teen 12-17,Male
486121,2,Victim,Injured,Teen 12-17,Male
486121,3,Victim,Injured,Adult 18+,Male
486121,4,Subject-Suspect,Unharmed,Adult 18+,Male
486244,0,Victim,Injured,Adult 18+,Male
486244,1,Victim,Injured,Adult 18+,Male
486244,2,Victim,Injured,Adult 18+,Male
486244,3,Victim,Injured,Adult 18+,Male
486153,0,Victim,Injured,Adult 18+,Female
486153,1,Victim,Injured,Adult 18+,Male
486153,2,Victim,Injured,Adult 18+,Male
486153,3,Victim,Injured,Adult 18+,Male
486153,4,Subject-Suspect,"Injured, Unharmed, Arrested",Adult 18+,Male
486209,0,Victim,Injured,Adult 18+,Male
486209,1,Victim,Injured,Adult 18+,Male
486209,2,Victim,Injured,Adult 18+,Male
486209,3,Victim,Injured,Adult 18+,Male
486209,4,Victim,Injured,Adult 18+,Male
486209,5,Victim,Injured,Adult 18+,Male
486209,6,Victim,Injured,Adult 18+,Male
486209,7,Victim,Injured,Adult 18+,Male
486209,8,Victim,Injured,Adult 18+,Male
486209,9,Victim,Injured,Adult 18+,Male
486209,10,Victim,Injured,Adult 18+,Female
486209,11,Victim,Injured,Teen 12-17,Female
486209,12,Victim,Injured,Adult 18+,Female
486209,13,Victim,Injured,Adult 18+,Female
486209,14,Victim,Injured,Adult 18+,Female
486209,15,Victim,Injured,Adult 18+,Female
486209,16,Victim,Injured,Adult 18+,Female
486209,17,Victim,Injured,Child 0-11,Male
486209,18,Victim,Injured,Child 0-11,Female
486209,19,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
486209,20,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
486209,21,Subject-Suspect,"Unharmed, Arrested",,Male
486316,0,Victim,Injured,Adult 18+,Male
486316,1,Victim,Injured,Adult 18+,Male
486316,2,Victim,Injured,Adult 18+,Male
486316,3,Victim,Injured,Adult 18+,Male
486316,4,Subject-Suspect,Unharmed,Adult 18+,Male
1007785,0,Victim,Injured,,Male
1007785,1,Subject-Suspect,Injured,Adult 18+,Male
486327,0,Victim,Killed,Adult 18+,Female
486327,1,Victim,Injured,Adult 18+,Male
486327,2,Victim,Injured,Teen 12-17,Female
486327,3,Victim,Injured,Adult 18+,Female
486327,4,Victim,Injured,Adult 18+,Female
486327,5,Subject-Suspect,Unharmed,Adult 18+,Male
486334,0,Victim,Injured,Adult 18+,Male
486334,1,Victim,Injured,Adult 18+,Male
486334,2,Victim,Injured,Adult 18+,Female
486334,3,Victim,Injured,Adult 18+,Male
486334,4,Subject-Suspect,Unharmed,Adult 18+,Male
486334,5,Subject-Suspect,Unharmed,Adult 18+,Male
873575,0,Victim,Killed,Teen 12-17,Female
873575,1,Subject-Suspect,Arrested,Teen 12-17,Male
873575,2,Subject-Suspect,Arrested,Adult 18+,Male
486611,0,Victim,Injured,Adult 18+,Male
486611,1,Victim,Injured,Adult 18+,Male
486611,2,Victim,Injured,Adult 18+,Male
486611,3,Victim,Injured,Adult 18+,Male
486611,4,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
486611,5,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
486586,0,Victim,Killed,Adult 18+,
486586,1,Victim,Injured,Teen 12-17,
486586,2,Victim,Injured,Adult 18+,Male
486586,3,Victim,Killed,,Female
486586,4,Subject-Suspect,Unharmed,Adult 18+,Female
486605,0,Victim,Injured,Adult 18+,Male
486605,1,Victim,Injured,Adult 18+,Male
486605,2,Victim,Injured,Adult 18+,Male
486605,3,Victim,Injured,Adult 18+,Male
486605,4,Subject-Suspect,Unharmed,Adult 18+,Male
486617,0,Victim,Injured,Teen 12-17,Male
486617,1,Victim,Injured,Teen 12-17,Female
486617,2,Victim,Injured,Adult 18+,Female
486617,3,Victim,Injured,Adult 18+,Female
486617,4,Subject-Suspect,Unharmed,Adult 18+,Male
486623,0,Victim,Killed,Adult 18+,Male
486623,1,Victim,Killed,Adult 18+,Male
486623,2,Victim,Injured,Adult 18+,Female
486623,3,Victim,Injured,Adult 18+,Female
486623,4,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
486971,0,Victim,Killed,Adult 18+,Male
486971,1,Victim,Killed,Teen 12-17,Male
486971,2,Victim,Injured,,
486971,3,Victim,Injured,,
486971,4,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
486977,0,Victim,Killed,Adult 18+,Female
486977,1,Victim,Injured,,Female
486977,2,Victim,Injured,,Female
486977,3,Victim,Injured,,Male
486977,4,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
486977,5,Subject-Suspect,Unharmed,Adult 18+,
486998,0,Victim,Killed,Teen 12-17,Male
486998,1,Victim,Injured,Teen 12-17,
486998,2,Victim,Injured,Teen 12-17,
486998,3,Victim,Injured,Teen 12-17,
486998,4,Victim,Injured,Adult 18+,
486998,5,Subject-Suspect,,Teen 12-17,Male
486998,6,Subject-Suspect,,Teen 12-17,Male
487052,0,Victim,Injured,Teen 12-17,Female
487052,1,Victim,Injured,Adult 18+,Male
487052,2,Victim,Killed,Adult 18+,Male
487052,3,Victim,Injured,Adult 18+,Male
487082,0,Victim,Injured,Adult 18+,Female
487082,1,Victim,Injured,Adult 18+,Female
487082,2,Victim,Injured,Teen 12-17,Female
487082,3,Victim,Injured,Teen 12-17,Male
487082,4,Subject-Suspect,,Adult 18+,Male
487088,0,Victim,Injured,Adult 18+,Female
487088,1,Victim,Injured,Adult 18+,Female
487088,2,Victim,Injured,Adult 18+,Female
487088,3,Victim,Injured,Adult 18+,Female
487088,4,Subject-Suspect,Unharmed,Adult 18+,Male
489314,0,Victim,Killed,Adult 18+,Male
489314,1,Victim,Killed,Adult 18+,Male
489314,2,Victim,Injured,Adult 18+,Male
489314,3,Victim,Injured,Adult 18+,Male
489314,4,Subject-Suspect,Unharmed,Adult 18+,Male
487271,0,Victim,Injured,,
487271,1,Victim,Injured,,
487271,2,Victim,Injured,,
487271,3,Victim,"Injured, Unharmed",Adult 18+,Male
487271,4,Subject-Suspect,Unharmed,Adult 18+,Male
487271,5,Subject-Suspect,"Injured, Unharmed",Adult 18+,Male
487271,6,Subject-Suspect,Unharmed,Adult 18+,Male
487271,7,Subject-Suspect,Unharmed,Adult 18+,
487271,8,Subject-Suspect,"Injured, Unharmed",Adult 18+,Male
487271,9,Subject-Suspect,Injured,Adult 18+,Male
487435,0,Victim,Injured,Adult 18+,Female
487435,1,Victim,Injured,Adult 18+,Male
487435,2,Victim,Injured,Adult 18+,Male
487435,3,Victim,Injured,Adult 18+,Male
487435,4,Victim,Injured,Adult 18+,Male
487435,5,Victim,Injured,Adult 18+,Male
487435,6,Victim,Injured,Adult 18+,Male
487435,7,Subject-Suspect,Unharmed,Adult 18+,Male
487435,8,Subject-Suspect,Unharmed,Adult 18+,Male
487435,9,Subject-Suspect,Unharmed,Adult 18+,Male
489581,0,Victim,Killed,Adult 18+,Male
489581,1,Victim,Killed,Adult 18+,Male
489581,2,Victim,Killed,Adult 18+,Male
489581,3,Victim,Killed,Adult 18+,Female
489581,4,Victim,Killed,Adult 18+,Female
489581,5,Victim,Injured,Adult 18+,Female
489581,6,Subject-Suspect,Killed,Adult 18+,Male
487645,0,Victim,Injured,Adult 18+,Male
487645,1,Victim,Injured,Adult 18+,Male
487645,2,Victim,Injured,Adult 18+,Male
487645,3,Victim,Injured,Teen 12-17,Female
487659,0,Victim,Injured,Teen 12-17,Male
487659,1,Victim,Injured,Teen 12-17,Male
487659,2,Victim,Injured,Teen 12-17,Female
487659,3,Victim,Injured,Teen 12-17,Male
487659,4,Victim,Injured,Adult 18+,Female
487659,5,Victim,Injured,Adult 18+,Female
487659,6,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
487670,0,Victim,Killed,Adult 18+,Female
487670,1,Victim,Injured,Teen 12-17,Male
487670,2,Victim,Injured,Adult 18+,
487670,3,Victim,Injured,Adult 18+,
487670,4,Victim,Injured,Adult 18+,
487670,5,Subject-Suspect,Unharmed,Adult 18+,Male
487670,6,Subject-Suspect,Unharmed,Adult 18+,Male
487715,0,Victim,Injured,Adult 18+,Male
487715,1,Victim,Injured,Adult 18+,
487715,2,Victim,Injured,Adult 18+,Male
487715,3,Victim,Injured,Adult 18+,Male
487715,4,Victim,Injured,Adult 18+,Male
487715,5,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
488992,0,Victim,Killed,Teen 12-17,Female
488992,1,Victim,Injured,Adult 18+,Female
488992,2,Victim,Injured,Adult 18+,
488992,3,Victim,Injured,Adult 18+,Female
