incident_id,No,Type,Status,Age Group,Gender
259966,0,Victim,Killed,Adult 18+,Male
259966,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
259966,2,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
259966,3,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
259541,0,Victim,Killed,Adult 18+,Female
259541,1,Subject-Suspect,Killed,Adult 18+,Male
248881,0,Victim,Killed,Adult 18+,Female
248881,1,Victim,Killed,Adult 18+,Female
248881,2,Victim,Killed,Adult 18+,Male
248881,3,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
259548,0,Victim,Killed,Adult 18+,Male
259548,1,Victim,Injured,Adult 18+,Male
259548,2,Victim,Injured,Adult 18+,Male
227317,0,Victim,Killed,Teen 12-17,Male
227317,1,Subject-Suspect,Unharmed,Teen 12-17,Male
259573,0,Subject-Suspect,Arrested,Adult 18+,Male
227314,0,Victim,Killed,Adult 18+,Male
227314,1,Victim,Killed,Adult 18+,Male
259617,0,Victim,Injured,Teen 12-17,Male
373923,0,Victim,Injured,Adult 18+,Male
373923,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
259900,0,Victim,Unharmed,Adult 18+,Male
259876,0,Victim,Killed,Adult 18+,Male
263416,0,Victim,Killed,Adult 18+,Male
263416,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
263416,2,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Female
263416,3,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
263416,4,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
259870,0,Victim,Unharmed,Adult 18+,Male
259870,1,Subject-Suspect,Unharmed,Adult 18+,Male
249112,0,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
249112,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Female
259807,0,Victim,Killed,Adult 18+,Male
259807,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
259807,2,Subject-Suspect,Unharmed,Adult 18+,Male
261834,0,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
261048,0,Victim,Killed,Adult 18+,Male
261048,1,Victim,Killed,Adult 18+,Female
261048,2,Subject-Suspect,Killed,Adult 18+,Male
259534,0,Victim,Injured,Adult 18+,Male
284718,0,Subject-Suspect,Unharmed,Adult 18+,Male
227326,0,Victim,Killed,Adult 18+,Male
227326,1,Subject-Suspect,Unharmed,Adult 18+,Female
261403,0,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
261403,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
227344,0,Victim,Killed,Adult 18+,Male
227344,1,Victim,Injured,Adult 18+,Male
259674,0,Victim,Injured,Adult 18+,Male
249061,0,Victim,Injured,Adult 18+,Male
248855,0,Victim,Injured,Adult 18+,Male
259624,0,Victim,Unharmed,Adult 18+,Male
259624,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,
259624,2,Subject-Suspect,"Unharmed, Arrested",Adult 18+,
259624,3,Subject-Suspect,Unharmed,Adult 18+,
259624,4,Subject-Suspect,Unharmed,Adult 18+,
259624,5,Subject-Suspect,Unharmed,Adult 18+,
259622,0,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
249055,0,Victim,Killed,Adult 18+,Male
259646,0,Victim,Injured,Adult 18+,Male
422897,0,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
249041,0,Victim,Killed,Teen 12-17,Male
249041,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
227485,0,Victim,Killed,Adult 18+,Male
284707,0,Victim,Injured,Adult 18+,Male
260016,0,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
260016,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
260016,2,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
260016,3,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
260016,4,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
260944,0,Victim,Injured,Adult 18+,Male
260944,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
268310,0,Victim,Injured,Adult 18+,Male
260042,0,Victim,,Adult 18+,
260042,1,Subject-Suspect,"Injured, Arrested",Adult 18+,Male
248859,0,Victim,Killed,Adult 18+,Male
248859,1,Subject-Suspect,Unharmed,Adult 18+,Male
261277,0,Victim,Killed,Adult 18+,Male
261277,1,Subject-Suspect,Killed,Adult 18+,Male
248936,0,Subject-Suspect,Killed,Adult 18+,Male
259713,0,Victim,Killed,Adult 18+,Male
259783,0,Victim,Injured,Adult 18+,Male
259783,1,Subject-Suspect,Unharmed,Adult 18+,Male
259783,2,Subject-Suspect,Unharmed,Adult 18+,Male
260535,0,Subject-Suspect,Unharmed,Adult 18+,Male
261200,0,Victim,Unharmed,Teen 12-17,Male
261200,1,Victim,Unharmed,Adult 18+,Female
261200,2,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
259363,0,Victim,"Injured, Arrested",Adult 18+,Male
259363,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
259363,2,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
260391,0,Victim,Injured,Adult 18+,Male
248905,0,Victim,Killed,Adult 18+,Male
248905,1,Victim,Injured,,Female
259570,0,Victim,Killed,Adult 18+,Female
259570,1,Subject-Suspect,Unharmed,Adult 18+,Male
259908,0,Subject-Suspect,Killed,Adult 18+,Male
259631,0,Victim,Killed,Child 0-11,Male
259502,0,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
260139,0,Victim,Injured,Adult 18+,Male
260139,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
248900,0,Victim,Killed,Adult 18+,Male
248900,1,Victim,Injured,,Female
262160,0,Subject-Suspect,Unharmed,Adult 18+,Male
259529,0,Victim,Killed,Adult 18+,Male
259529,1,Victim,Injured,Adult 18+,Male
260805,0,Subject-Suspect,Unharmed,Adult 18+,Male
259527,0,Victim,Injured,Teen 12-17,Male
260616,0,Victim,Injured,Adult 18+,Male
260616,1,Subject-Suspect,Unharmed,Adult 18+,Male
260719,0,Victim,Unharmed,,Male
260719,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Female
259515,0,Victim,Injured,Adult 18+,Male
259515,1,Subject-Suspect,Unharmed,,Male
249110,0,Victim,Injured,Adult 18+,Male
261339,0,Victim,Injured,Adult 18+,Female
261339,1,Subject-Suspect,Unharmed,Adult 18+,Male
259365,0,Victim,Killed,Adult 18+,Male
260099,0,Victim,Injured,Adult 18+,Male
259559,0,Victim,Injured,Adult 18+,Male
248857,0,Victim,Killed,Adult 18+,Male
259799,0,Victim,Killed,Adult 18+,Female
259799,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,
259799,2,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
248860,0,Victim,Injured,Adult 18+,Male
261333,0,Victim,Injured,Adult 18+,Female
261333,1,Subject-Suspect,Unharmed,Adult 18+,Male
267940,0,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
249033,0,Victim,Unharmed,Adult 18+,Female
249033,1,Subject-Suspect,Arrested,Adult 18+,Male
260036,0,Victim,Killed,Adult 18+,Male
249006,0,Victim,Injured,Adult 18+,Male
259745,0,Victim,Injured,Adult 18+,Male
259523,0,Victim,Killed,Adult 18+,Male
259523,1,Victim,Injured,Adult 18+,Male
259523,2,Subject-Suspect,"Unharmed, Arrested",Teen 12-17,Male
248986,0,Subject-Suspect,Unharmed,Adult 18+,Male
248986,1,Subject-Suspect,Unharmed,Adult 18+,Male
248987,0,Victim,Killed,Adult 18+,Female
260011,0,Victim,Injured,Adult 18+,Male
260011,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
259743,0,Victim,Killed,Adult 18+,Male
248973,0,Victim,Injured,Adult 18+,Male
248973,1,Victim,Injured,Adult 18+,Female
248973,2,Subject-Suspect,Unharmed,Adult 18+,Male
259658,0,Victim,Injured,Adult 18+,Male
259725,0,Victim,Injured,Adult 18+,Male
259725,1,Victim,Injured,Adult 18+,Male
259725,2,Victim,Injured,Adult 18+,Male
259718,0,Victim,Injured,Adult 18+,Male
259716,0,Victim,Killed,Adult 18+,Female
261128,0,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
261124,0,Victim,Unharmed,Adult 18+,Male
261124,1,Subject-Suspect,Unharmed,,
261124,2,Subject-Suspect,Unharmed,,
265073,0,Subject-Suspect,Unharmed,,Male
265073,1,Subject-Suspect,Unharmed,,Male
265073,2,Victim,"Unharmed, Arrested",Adult 18+,Male
282816,0,Victim,Injured,Adult 18+,Male
260077,0,Victim,Injured,Adult 18+,Male
260077,1,Victim,Injured,Adult 18+,Male
260077,2,Subject-Suspect,Unharmed,Adult 18+,Male
248981,0,Victim,Injured,Adult 18+,Male
261328,0,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
260892,0,Victim,Unharmed,Adult 18+,Female
260892,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
259686,0,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
259686,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
259686,2,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
259686,3,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
259686,4,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
248865,0,Victim,Killed,Adult 18+,Male
259662,0,Victim,Killed,Adult 18+,Male
261006,0,Subject-Suspect,Injured,Adult 18+,Male
263033,0,Victim,Injured,Adult 18+,Male
263033,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
259830,0,Victim,Injured,Adult 18+,Male
248996,0,Victim,Unharmed,Adult 18+,Male
248996,1,Subject-Suspect,Unharmed,Adult 18+,Male
249069,0,Victim,Injured,Adult 18+,Male
249069,1,Subject-Suspect,Injured,Adult 18+,Male
264667,0,Subject-Suspect,Unharmed,Adult 18+,Male
450379,0,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
450379,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
259805,0,Victim,Injured,Adult 18+,Male
259668,0,Victim,Killed,Adult 18+,Male
259668,1,Victim,Injured,Adult 18+,Male
259668,2,Subject-Suspect,Unharmed,Teen 12-17,Male
259668,3,Subject-Suspect,Unharmed,Adult 18+,Male
259668,4,Subject-Suspect,Unharmed,Adult 18+,Male
259803,0,Victim,Injured,Adult 18+,Male
259801,0,Victim,Injured,Adult 18+,Male
259796,0,Victim,Injured,Adult 18+,Male
259796,1,Subject-Suspect,Unharmed,Adult 18+,Male
259793,0,Victim,Injured,Adult 18+,Female
259793,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
249084,0,Victim,Injured,Adult 18+,Male
249084,1,Subject-Suspect,Arrested,Adult 18+,Male
262584,0,Victim,Injured,Adult 18+,Male
275609,0,Victim,Unharmed,Adult 18+,Female
275609,1,Victim,Unharmed,Adult 18+,Male
275609,2,Subject-Suspect,"Unharmed, Arrested",Adult 18+,
260817,0,Subject-Suspect,Unharmed,Adult 18+,Male
265090,0,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
260508,0,Victim,Killed,Adult 18+,Female
260508,1,Subject-Suspect,Unharmed,Adult 18+,Male
264180,0,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
264180,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
260379,0,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
259538,0,Victim,Killed,Adult 18+,Female
259538,1,Subject-Suspect,Unharmed,Adult 18+,Male
249106,0,Victim,Killed,Adult 18+,Male
249106,1,Subject-Suspect,,,Male
249106,2,Subject-Suspect,,,Male
260988,0,Victim,Unharmed,Adult 18+,
260988,1,Victim,Unharmed,Adult 18+,
260988,2,Victim,Unharmed,Adult 18+,
260988,3,Victim,Unharmed,Adult 18+,
260988,4,Subject-Suspect,Unharmed,Adult 18+,Male
282491,0,Victim,Injured,Adult 18+,Male
260502,0,Victim,Killed,Adult 18+,Male
261063,0,Victim,Injured,Adult 18+,Male
261063,1,Victim,Injured,Adult 18+,Male
260521,0,Victim,Injured,Adult 18+,Male
260521,1,Victim,Injured,Adult 18+,Male
260521,2,Subject-Suspect,Unharmed,Adult 18+,Male
260521,3,Subject-Suspect,Unharmed,Adult 18+,Male
260521,4,Subject-Suspect,Unharmed,Adult 18+,Male
260142,0,Victim,Injured,Teen 12-17,Male
260135,0,Victim,Injured,Child 0-11,Male
249001,0,Victim,Injured,,Male
249001,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
265498,0,Victim,Unharmed,Adult 18+,
265498,1,Subject-Suspect,Killed,Adult 18+,Male
259941,0,Victim,Unharmed,Adult 18+,Female
259941,1,Subject-Suspect,"Injured, Arrested",Adult 18+,Male
259941,2,Victim,Unharmed,Adult 18+,
260548,0,Subject-Suspect,Unharmed,Adult 18+,Male
259356,0,Victim,Killed,Adult 18+,Male
259356,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
259904,0,Victim,Injured,Adult 18+,Male
259904,1,Subject-Suspect,,,Male
259676,0,Victim,Killed,Adult 18+,Male
259676,1,Victim,Injured,Adult 18+,Male
259676,2,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
260876,0,Victim,Unharmed,,Male
260876,1,Subject-Suspect,Injured,Adult 18+,Male
259825,0,Victim,Killed,Adult 18+,Male
259825,1,Subject-Suspect,"Unharmed, Arrested",Teen 12-17,Male
259518,0,Victim,Injured,Adult 18+,Male
260160,0,Victim,Unharmed,Adult 18+,Male
260160,1,Subject-Suspect,"Injured, Arrested",Adult 18+,Male
259692,0,Victim,Killed,Adult 18+,Male
259921,0,Victim,Injured,,
259921,1,Subject-Suspect,Unharmed,Adult 18+,Male
260340,0,Subject-Suspect,Arrested,Adult 18+,Male
260340,1,Victim,,,
259361,0,Subject-Suspect,Killed,Adult 18+,Male
261324,0,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
260966,0,Victim,Unharmed,Adult 18+,Male
260966,1,Subject-Suspect,Unharmed,Adult 18+,Male
259886,0,Victim,Injured,Adult 18+,Male
259886,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Female
261463,0,Victim,Unharmed,Adult 18+,Female
261463,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
259655,0,Victim,Injured,Adult 18+,Male
259655,1,Subject-Suspect,Unharmed,Adult 18+,Male
260101,0,Victim,Injured,Adult 18+,Male
266649,0,Subject-Suspect,Unharmed,Adult 18+,Male
426314,0,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
259636,0,Victim,Injured,Adult 18+,Male
260069,0,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
260386,0,Victim,Killed,Adult 18+,Male
260386,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
260386,2,Subject-Suspect,"Unharmed, Arrested",Teen 12-17,Male
260386,3,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
260055,0,Victim,Injured,Adult 18+,Male
259521,0,Victim,Injured,Adult 18+,Male
260051,0,Victim,Injured,Adult 18+,Male
260051,1,Subject-Suspect,Unharmed,,Male
260051,2,Subject-Suspect,Unharmed,,Male
259892,0,Victim,Injured,Adult 18+,Male
260346,0,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
261305,0,Victim,Killed,Adult 18+,Male
261305,1,Victim,Injured,Adult 18+,
261305,2,Victim,Injured,Adult 18+,
261305,3,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
259850,0,Victim,Injured,Adult 18+,Male
263048,0,Victim,Injured,Adult 18+,Male
263048,1,Victim,Injured,Adult 18+,Male
259947,0,Victim,Injured,Adult 18+,Male
260451,0,Victim,Injured,Adult 18+,Male
260451,1,Subject-Suspect,Arrested,Adult 18+,Male
260230,0,Victim,Injured,Adult 18+,Male
259832,0,Victim,Killed,Adult 18+,Male
259832,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
259581,0,Victim,Injured,Adult 18+,Male
259581,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
343100,0,Victim,,Adult 18+,Female
343100,1,Victim,,Adult 18+,Female
343100,2,Victim,,Adult 18+,Female
343100,3,Victim,,Adult 18+,Female
343100,4,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
260809,0,Victim,Killed,Adult 18+,Male
264222,0,Victim,Killed,Adult 18+,Male
264222,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
264222,2,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
831389,0,Victim,Killed,Adult 18+,Male
831389,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Female
831389,2,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
260220,0,Victim,Killed,Adult 18+,Male
262033,0,Victim,Killed,Adult 18+,Male
262033,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
271428,0,Subject-Suspect,Unharmed,Adult 18+,Male
271428,1,Subject-Suspect,Unharmed,Adult 18+,Male
260073,0,Victim,Unharmed,Adult 18+,Male
271477,0,Victim,Unharmed,Adult 18+,Male
271477,1,Subject-Suspect,Unharmed,Adult 18+,Male
260213,0,Victim,Injured,Adult 18+,Male
260213,1,Victim,Unharmed,Adult 18+,Male
260213,2,Subject-Suspect,"Injured, Arrested",Adult 18+,
260213,3,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
260722,0,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
260722,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
259978,0,Victim,Unharmed,Adult 18+,Male
259978,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
257895,0,Victim,Killed,Adult 18+,Male
261008,0,Victim,Injured,Adult 18+,Male
261008,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
260207,0,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
260552,0,Victim,Injured,Adult 18+,Male
260552,1,Subject-Suspect,Unharmed,Adult 18+,Male
260552,2,Subject-Suspect,Unharmed,Adult 18+,Male
261109,0,Victim,Injured,Adult 18+,Female
261109,1,Subject-Suspect,Unharmed,Adult 18+,Male
261109,2,Subject-Suspect,Unharmed,Adult 18+,Male
261109,3,Subject-Suspect,Unharmed,Adult 18+,Male
323838,0,Subject-Suspect,Unharmed,Adult 18+,Female
260157,0,Victim,Injured,Adult 18+,Male
260157,1,Victim,Injured,Adult 18+,Male
260356,0,Victim,Killed,Adult 18+,Female
260356,1,Subject-Suspect,Killed,Adult 18+,Male
260550,0,Victim,Killed,Adult 18+,Male
261083,0,Victim,Injured,Adult 18+,Female
261083,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Female
261077,0,Victim,Killed,Adult 18+,Male
471014,0,Victim,Injured,Adult 18+,Male
471014,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Female
259578,0,Victim,Killed,Adult 18+,Male
260530,0,Victim,Killed,Adult 18+,Male
260057,0,Victim,Killed,Adult 18+,Male
261117,0,Victim,Injured,Teen 12-17,Male
261117,1,Subject-Suspect,"Unharmed, Arrested",Teen 12-17,Male
260163,0,Victim,Killed,Adult 18+,Male
260163,1,Subject-Suspect,Unharmed,Adult 18+,Male
260008,0,Victim,Injured,Teen 12-17,Male
260619,0,Victim,Injured,Teen 12-17,Male
260619,1,Victim,Injured,Child 0-11,Male
260619,2,Subject-Suspect,"Unharmed, Arrested",Teen 12-17,Male
260619,3,Subject-Suspect,Unharmed,Adult 18+,Male
260081,0,Victim,Killed,Adult 18+,Male
262282,0,Victim,Killed,Adult 18+,Female
262282,1,Subject-Suspect,Killed,Adult 18+,Male
261502,0,Victim,Injured,Adult 18+,Male
261500,0,Victim,Injured,Adult 18+,Male
259720,0,Victim,Killed,Adult 18+,Male
259720,1,Victim,Injured,Adult 18+,Male
259660,0,Victim,Injured,Child 0-11,Male
260433,0,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
259694,0,Victim,Injured,Adult 18+,Male
259694,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
260539,0,Victim,Killed,Adult 18+,Male
260539,1,Victim,Killed,Adult 18+,Female
260539,2,Victim,Killed,Adult 18+,Female
260539,3,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
261071,0,Victim,Killed,Teen 12-17,Female
261071,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
259684,0,Victim,Injured,Adult 18+,Male
259684,1,Subject-Suspect,Unharmed,Adult 18+,Male
259584,0,Victim,Injured,Adult 18+,Male
259584,1,Victim,Injured,Adult 18+,Male
259584,2,Subject-Suspect,Unharmed,Adult 18+,Female
260022,0,Subject-Suspect,Killed,Adult 18+,Male
260022,1,Subject-Suspect,Unharmed,Adult 18+,Male
260369,0,Victim,Injured,Adult 18+,Male
260369,1,Victim,Injured,,Male
260369,2,Subject-Suspect,Unharmed,,Male
259993,0,Victim,Killed,Adult 18+,Male
259993,1,Subject-Suspect,Unharmed,Child 0-11,
259992,0,Subject-Suspect,"Unharmed, Arrested",Teen 12-17,Male
259575,0,Victim,"Injured, Unharmed",Adult 18+,Female
259575,1,Subject-Suspect,Injured,Adult 18+,Male
259752,0,Victim,Killed,Adult 18+,Male
259752,1,Subject-Suspect,Unharmed,Adult 18+,
260381,0,Victim,Killed,Adult 18+,Female
260381,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
260678,0,Victim,Injured,Adult 18+,Male
260678,1,Subject-Suspect,Unharmed,Adult 18+,Male
260678,2,Subject-Suspect,Unharmed,Adult 18+,Male
260661,0,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
262492,0,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
260181,0,Victim,Killed,Adult 18+,Male
260181,1,Victim,Injured,Adult 18+,Male
260657,0,Victim,Injured,Teen 12-17,Male
261122,0,Victim,Injured,Adult 18+,Male
260165,0,Victim,Killed,Adult 18+,Male
260165,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
259739,0,Victim,Injured,Adult 18+,Male
259739,1,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
259739,2,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
260170,0,Subject-Suspect,Injured,Adult 18+,Male
260173,0,Victim,Injured,Adult 18+,Male
260175,0,Victim,Injured,Teen 12-17,Male
259927,0,Victim,Unharmed,Adult 18+,
259927,1,Subject-Suspect,Injured,Adult 18+,Male
928970,0,Victim,Killed,Adult 18+,Male
928970,1,Subject-Suspect,Arrested,Adult 18+,Male
261041,0,Victim,Injured,Adult 18+,Male
260177,0,Victim,Killed,Adult 18+,Female
260177,1,Subject-Suspect,"Unharmed, Arrested",,Male
260483,0,Victim,Killed,Adult 18+,Male
261074,0,Victim,Unharmed,Adult 18+,Female
261074,1,Victim,Unharmed,Child 0-11,
260351,0,Subject-Suspect,Arrested,Adult 18+,Male
260351,1,Subject-Suspect,Arrested,Adult 18+,Male
260351,2,Subject-Suspect,Arrested,Adult 18+,Female
260351,3,Subject-Suspect,Unharmed,Adult 18+,Male
261549,0,Victim,Killed,Adult 18+,Male
260477,0,Subject-Suspect,Unharmed,Teen 12-17,Male
260504,0,Victim,Unharmed,Adult 18+,Male
260504,1,Subject-Suspect,Unharmed,Adult 18+,Male
260504,2,Subject-Suspect,Unharmed,Adult 18+,Male
260772,0,Victim,Killed,Adult 18+,Male
260772,1,Subject-Suspect,Arrested,Adult 18+,Male
260710,0,Subject-Suspect,"Unharmed, Arrested",Adult 18+,Male
260197,0,Victim,Injured,Adult 18+,Male
261218,0,Victim,Unharmed,Teen 12-17,Female
261218,1,Subject-Suspect,Unharmed,Adult 18+,Male
260702,0,Victim,Killed,Adult 18+,Male
260694,0,Victim,Injured,Teen 12-17,Female
260694,1,Subject-Suspect,Unharmed,Teen 12-17,Male
261211,0,Victim,Injured,Adult 18+,Male
260059,0,Victim,Injured,Adult 18+,Male
260179,0,Subject-Suspect,Killed,Adult 18+,Male
261081,0,Victim,Killed,Adult 18+,Male
260154,0,Victim,Killed,Adult 18+,Male
260154,1,Subject-Suspect,Unharmed,Adult 18+,Male
260977,0,Subject-Suspect,Killed,Adult 18+,Female
260558,0,Victim,Injured,Teen 12-17,Male
260558,1,Subject-Suspect,"Unharmed, Arrested",,Male
260558,2,Subject-Suspect,Unharmed,,Female
260647,0,Victim,Unharmed,Adult 18+,Male
260647,1,Subject-Suspect,Unharmed,Adult 18+,Male
260195,0,Victim,Killed,Adult 18+,Male
260232,0,Victim,Killed,Adult 18+,Female
260232,1,Victim,Killed,Adult 18+,Male
260232,2,Victim,Injured,Child 0-11,Female
